0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
1662,fil-3402,2010-01-10 00:00:00,1431-01-24,Sunday,Jan,Muharram,Center,Hyper,640,No,18 hrs,SAR 35812.0,Regular,667406,200221,8,8690,SAR 441070
1663,fil-3403,2010-01-10 00:00:00,1431-01-24,Sun,January,Muharram,Center,Grande,1995,No,18 hrs,SAR 756694.0,Grand,729733,218919,6,6837,SAR 367300
1664,fil-3404,2010-01-10 00:00:00,1431-01-24,Sunday,January,Muharram,Border,Grande,3125,Yes,18 hrs,SAR 362823.0,None,488370,0,2,10607,SAR 559627
1665,fil-3405,2010-01-10 00:00:00,1431-01-24,Sunday,,Muharram,,Hyper,925,Yes,12 hrs,SAR 17545.0,None,452532,0,5,5882,SAR 346374
1666,fil-3406,2010-01-10 00:00:00,1431-01-24,Sunday,January,Muharram,,,1645,Yes,24 hrs,SAR 24830.0,Regular,236394,118197,2,2222,SAR 120947
1667,fil-3407,2010-01-10 00:00:00,1431-01-24,Sunday,Jan,Muharram,Center,Hyper,870,Yes,12 hrs,SAR 15076.0,None,589471,0,10,4244,SAR 215438
1668,fil-3408,2010-01-10 00:00:00,1431-01-24,Sunday,January,Muharram,Outskirts,Regular,1535,No,12 hrs,SAR 1157.0,None,174219,0,1,2819,SAR 144434
1669,fil-3409,2010-01-10 00:00:00,1431-01-24,Sunday,January,Muharram,Border,Grande,3070,No,12 hrs,SAR 108318.0,None,650793,0,1,7269,SAR 309542
1670,fil-3410,2010-01-10 00:00:00,1431-01-24,Sunday,,Muharram,Center,,300,No,12 hrs,SAR 6608.0,None,343690,0,5,4278,SAR 213959
1671,fil-3411,2010-01-10 00:00:00,1431-01-24,Sunday,January,Muharram,Center,Hyper,760,Yes,24 hrs,SAR 86065.0,Regular,663046,265218,11,7817,SAR 342710
1672,fil-3401,2010-01-11 00:00:00,1431-01-25,Monday,January,Muharram,Center,Hyper,445,Yes,24 hrs,SAR 39227.0,None,290404,0,10,4810,SAR 256046
1673,fil-3402,2010-01-11 00:00:00,1431-01-25,Monday,January,Muharram,Center,,640,No,18 hrs,SAR 36471.0,Regular,667406,400443,8,11724,SAR 501525
1674,fil-3403,2010-01-11 00:00:00,1431-01-25,Monday,January,Muharram,Center,Grande,1995,No,18 hrs,SAR 881357.0,Regular,729735,364867,6,9889,SAR 473663
1675,fil-3404,2010-01-11 00:00:00,1431-01-25,Monday,January,Muharram,Border,Grande,3125,Yes,18 hrs,SAR 298730.0,Grand,488372,195348,2,10654,SAR 543527
1676,fil-3405,2010-01-11 00:00:00,1431-01-25,Mon,January,Muharram,Center,Hyper,925,Yes,12 hrs,SAR 19994.0,None,452533,0,5,4806,SAR 232683
1677,fil-3406,2010-01-11 00:00:00,1431-01-25,Monday,January,Muharram,Border,Hyper,1645,Yes,24 hrs,SAR 19357.0,None,236396,0,2,2683,SAR 131111
1678,fil-3407,2010-01-11 00:00:00,1431-01-25,Monday,January,Muharram,Center,Hyper,870,Yes,12 hrs,SAR 12825.0,Regular,589479,294739,10,6914,SAR 353068
1679,fil-3408,2010-01-11 00:00:00,1431-01-25,Monday,January,Muharram,Outskirts,Regular,1535,No,12 hrs,SAR 1052.0,None,174218,0,1,2724,SAR 128509
1680,fil-3409,2010-01-11 00:00:00,1431-01-25,Monday,January,Muharram,Border,Grande,3070,No,12 hrs,SAR 137600.0,None,650786,0,1,16853,SAR 923212
1681,fil-3410,2010-01-11 00:00:00,1431-01-25,Monday,Jan,Muharram,Center,Regular,300,No,12 hrs,SAR 7367.0,None,343687,0,5,4432,SAR 251112
1682,fil-3411,2010-01-11 00:00:00,1431-01-25,Monday,January,Muharram,Center,Hyper,760,Yes,24 hrs,SAR 82183.0,None,663049,0,11,7807,SAR 444489
1683,fil-3401,2010-01-12 00:00:00,1431-01-26,Tuesday,January,Muharram,Center,Hyper,445,Yes,24 hrs,SAR 41201.0,None,290405,0,10,2707,SAR 126465
1684,fil-3402,2010-01-12 00:00:00,1431-01-26,Tue,,Muharram,Center,Hyper,640,No,18 hrs,SAR 37650.0,None,667413,0,8,6810,SAR 285238
1685,fil-3403,2010-01-12 00:00:00,1431-01-26,Tue,Jan,Muharram,,Grande,1995,No,18 hrs,SAR 872843.0,Regular,729744,437846,6,12393,SAR 690541
1686,fil-3404,2010-01-12 00:00:00,1431-01-26,Tuesday,Jan,Muharram,Border,Grande,3125,Yes,18 hrs,SAR 345675.0,Regular,488386,293031,2,7452,SAR 388000
1687,fil-3405,2010-01-12 00:00:00,1431-01-26,Tue,January,Muharram,Center,Hyper,925,Yes,12 hrs,SAR 16087.0,Grand,452525,135757,5,7403,SAR 363517
1688,fil-3406,2010-01-12 00:00:00,1431-01-26,Tuesday,,Muharram,Border,,1645,Yes,24 hrs,SAR 21788.0,None,236393,0,2,4266,SAR 204061
1689,fil-3407,2010-01-12 00:00:00,1431-01-26,Tuesday,,Muharram,Center,Hyper,870,Yes,12 hrs,SAR 13763.0,None,589470,0,10,3890,SAR 174828
1690,fil-3408,2010-01-12 00:00:00,1431-01-26,Tuesday,January,Muharram,Outskirts,,1535,No,12 hrs,SAR 1004.0,Regular,174220,52266,1,3543,SAR 209241
1691,fil-3409,2010-01-12 00:00:00,1431-01-26,Tuesday,January,Muharram,Border,Grande,3070,No,12 hrs,SAR 157080.0,None,650787,0,1,12390,SAR 602476
1692,fil-3410,2010-01-12 00:00:00,1431-01-26,Tuesday,January,Muharram,,Regular,300,No,12 hrs,SAR 7839.0,None,343699,0,5,5438,SAR 219557
1693,fil-3411,2010-01-12 00:00:00,1431-01-26,Tuesday,January,Muharram,Center,Hyper,760,Yes,24 hrs,SAR 82527.0,None,663035,0,11,7479,SAR 412830
1694,fil-3401,2010-01-13 00:00:00,1431-01-27,Wednesday,January,Muharram,Center,Hyper,445,Yes,24 hrs,SAR 38663.0,None,290399,0,10,5436,SAR 269721
1695,fil-3402,2010-01-13 00:00:00,1431-01-27,Wednesday,January,Muharram,Center,,640,No,18 hrs,SAR 31511.0,None,667405,0,8,8773,SAR 360285
1696,fil-3403,2010-01-13 00:00:00,1431-01-27,Wednesday,January,Muharram,Center,Grande,1995,No,18 hrs,SAR 833829.0,None,729728,0,6,9144,SAR 502638
1697,fil-3404,2010-01-13 00:00:00,1431-01-27,Wednesday,January,Muharram,Border,Grande,3125,Yes,18 hrs,SAR 312733.0,Regular,488372,146511,2,7737,SAR 423552
1698,fil-3405,2010-01-13 00:00:00,1431-01-27,Wednesday,January,Muharram,Center,Hyper,925,Yes,12 hrs,SAR 17424.0,Regular,452528,135758,5,8959,SAR 424911
1699,fil-3406,2010-01-13 00:00:00,1431-01-27,Wednesday,January,Muharram,Border,Hyper,1645,Yes,24 hrs,SAR 25283.0,Grand,236393,118196,2,5208,SAR 277285
1700,fil-3407,2010-01-13 00:00:00,1431-01-27,,,Muharram,Center,Hyper,870,Yes,12 hrs,SAR 14703.0,None,589467,0,10,3890,SAR 207215
1701,fil-3408,2010-01-13 00:00:00,1431-01-27,Wednesday,January,Muharram,Outskirts,Regular,1535,No,12 hrs,SAR 1167.0,None,174228,0,1,4468,SAR 190640
1702,fil-3409,2010-01-13 00:00:00,1431-01-27,Wednesday,January,Muharram,Border,Grande,3070,No,12 hrs,SAR 137168.0,Regular,650780,260312,1,8652,SAR 428587
1703,fil-3410,2010-01-13 00:00:00,1431-01-27,Wednesday,January,Muharram,Center,Regular,300,No,12 hrs,SAR 6159.0,None,343691,0,5,7102,SAR 363268
1704,fil-3411,2010-01-13 00:00:00,1431-01-27,Wednesday,January,Muharram,,Hyper,760,Yes,24 hrs,SAR 70034.0,None,663034,0,11,9249,SAR 464543
1705,fil-3401,2010-01-14 00:00:00,1431-01-28,,January,Muharram,Center,Hyper,445,Yes,24 hrs,SAR 47637.0,None,290400,0,10,3577,SAR 177704
1706,fil-3402,2010-01-14 00:00:00,1431-01-28,Thursday,January,Muharram,,Hyper,640,No,18 hrs,SAR 34201.0,None,667409,0,8,9060,SAR 403548
1707,fil-3403,2010-01-14 00:00:00,1431-01-28,Thursday,January,Muharram,Center,Grande,1995,No,18 hrs,SAR 589727.0,None,729739,0,6,12228,SAR 679416
1708,fil-3404,2010-01-14 00:00:00,1431-01-28,Thursday,Jan,Muharram,,Grande,3125,Yes,18 hrs,SAR 388951.0,None,488373,0,2,7052,SAR 295210
1709,fil-3405,2010-01-14 00:00:00,1431-01-28,Thursday,January,Muharram,Center,Hyper,925,Yes,12 hrs,SAR 18370.0,Regular,452545,271527,5,3656,SAR 195898
1710,fil-3406,2010-01-14 00:00:00,1431-01-28,Thursday,January,Muharram,Border,Hyper,1645,Yes,24 hrs,SAR 22809.0,Regular,236393,141835,2,5514,SAR 229534
1711,fil-3407,2010-01-14 00:00:00,1431-01-28,Thursday,January,Muharram,Center,Hyper,870,Yes,12 hrs,SAR 13357.0,Grand,589467,176840,10,10236,SAR 545867
1712,fil-3408,2010-01-14 00:00:00,1431-01-28,Thursday,January,Muharram,,Regular,1535,No,12 hrs,SAR 993.0,None,174223,0,1,3888,SAR 188931
1713,fil-3409,2010-01-14 00:00:00,1431-01-28,Thursday,January,Muharram,Border,Grande,3070,No,12 hrs,SAR 166433.0,None,650780,0,1,10149,SAR 522797
1714,fil-3410,2010-01-14 00:00:00,1431-01-28,Thursday,January,Muharram,Center,Regular,300,No,12 hrs,SAR 6822.0,Regular,343693,137477,5,6458,SAR 342632
1715,fil-3411,2010-01-14 00:00:00,1431-01-28,Thursday,,Muharram,Center,,760,Yes,24 hrs,SAR 62676.0,None,663039,0,11,4376,SAR 196647
1716,fil-3401,2010-01-15 00:00:00,1431-01-29,,January,Muharram,Center,Hyper,445,Yes,24 hrs,SAR 52309.0,Regular,290401,116160,10,4171,SAR 214684
1717,fil-3402,2010-01-15 00:00:00,1431-01-29,Friday,January,Muharram,Center,Hyper,640,No,18 hrs,SAR 36355.0,None,667420,0,8,13527,SAR 687755
1718,fil-3403,2010-01-15 00:00:00,1431-01-29,Friday,January,Muharram,Center,Grande,1995,No,18 hrs,SAR 739896.0,None,729727,0,6,17771,SAR 974305
1719,fil-3404,2010-01-15 00:00:00,1431-01-29,Friday,,Muharram,Border,Grande,3125,Yes,18 hrs,SAR 359280.0,None,488382,0,2,11076,SAR 683042
1720,fil-3405,2010-01-15 00:00:00,1431-01-29,Friday,January,Muharram,Center,Hyper,925,Yes,12 hrs,SAR 15903.0,None,452535,0,5,6828,SAR 375703
1721,fil-3406,2010-01-15 00:00:00,1431-01-29,Friday,January,Muharram,Border,Hyper,1645,Yes,24 hrs,SAR 24093.0,Regular,236395,70918,2,3157,SAR 165661
1722,fil-3407,2010-01-15 00:00:00,1431-01-29,Fri,January,Muharram,,Hyper,870,Yes,12 hrs,SAR 13450.0,Regular,589467,294733,10,5823,SAR 269907
1723,fil-3408,2010-01-15 00:00:00,1431-01-29,Fri,Jan,Muharram,Outskirts,Regular,1535,No,12 hrs,SAR 1050.0,Grand,174220,69688,1,1986,SAR 101038
1724,fil-3409,2010-01-15 00:00:00,1431-01-29,Friday,January,Muharram,,Grande,3070,No,12 hrs,SAR 129314.0,None,650781,0,1,16738,SAR 769369
1725,fil-3410,2010-01-15 00:00:00,1431-01-29,Friday,January,Muharram,Center,Regular,300,No,12 hrs,SAR 7883.0,None,343702,0,5,4408,SAR 248625
1726,fil-3411,2010-01-15 00:00:00,1431-01-29,,January,Muharram,Center,Hyper,760,Yes,24 hrs,SAR 82312.0,Regular,663045,397827,11,10277,SAR 468959
1727,fil-3401,2010-01-16 00:00:00,1431-02-01,Saturday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 43957.0,None,290397,0,10,6767,SAR 346258
1728,fil-3402,2010-01-16 00:00:00,1431-02-01,Saturday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 34255.0,Regular,667405,333702,8,9439,SAR 404156
1729,fil-3403,2010-01-16 00:00:00,1431-02-01,Saturday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 797261.0,None,729726,0,6,18898,SAR 911115
1730,fil-3404,2010-01-16 00:00:00,1431-02-01,Saturday,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 381707.0,None,488385,0,2,13291,SAR 699995
1731,fil-3405,2010-01-16 00:00:00,1431-02-01,Saturday,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 18094.0,None,452528,0,5,5365,SAR 222694
1732,fil-3406,2010-01-16 00:00:00,1431-02-01,Saturday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 22794.0,None,236413,0,2,4706,SAR 272899
1733,fil-3407,2010-01-16 00:00:00,1431-02-01,Saturday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 13402.0,Regular,589469,353681,10,8752,SAR 465931
1734,fil-3408,2010-01-16 00:00:00,1431-02-01,Saturday,January,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1040.0,Regular,174218,52265,1,4376,SAR 220982
1735,fil-3409,2010-01-16 00:00:00,1431-02-01,Sat,January,Safar,Border,Grande,3070,No,12 hrs,SAR 162104.0,Grand,650782,390469,1,7910,SAR 419328
1736,fil-3410,2010-01-16 00:00:00,1431-02-01,,January,Safar,Center,Regular,300,No,12 hrs,SAR 8110.0,None,343687,0,5,5790,SAR 322701
1737,fil-3411,2010-01-16 00:00:00,1431-02-01,,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 81956.0,None,663046,0,11,8577,SAR 381958
1738,fil-3401,2010-01-17 00:00:00,1431-02-02,,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 45455.0,None,290399,0,10,4573,SAR 267119
1739,fil-3402,2010-01-17 00:00:00,1431-02-02,Sunday,Jan,Safar,Center,Hyper,640,No,18 hrs,SAR 36062.0,None,667407,0,8,8104,SAR 388028
1740,fil-3403,2010-01-17 00:00:00,1431-02-02,Sunday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 681929.0,Regular,729732,218919,6,12346,SAR 629263
1741,fil-3404,2010-01-17 00:00:00,1431-02-02,Sunday,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 286495.0,None,488374,0,2,6973,SAR 332601
1742,fil-3405,2010-01-17 00:00:00,1431-02-02,Sunday,,Safar,Center,Hyper,925,Yes,12 hrs,SAR 18209.0,None,452525,0,5,5294,SAR 230058
1743,fil-3406,2010-01-17 00:00:00,1431-02-02,Sunday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 24103.0,None,236401,0,2,2200,SAR 110594
1744,fil-3407,2010-01-17 00:00:00,1431-02-02,Sunday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 14880.0,None,589481,0,10,4421,SAR 212632
1745,fil-3408,2010-01-17 00:00:00,1431-02-02,Sunday,January,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1080.0,Regular,174233,69693,1,3094,SAR 149953
1746,fil-3409,2010-01-17 00:00:00,1431-02-02,Sunday,Jan,Safar,Border,Grande,3070,No,12 hrs,SAR 144188.0,Regular,650780,195234,1,14129,SAR 674459
1747,fil-3410,2010-01-17 00:00:00,1431-02-02,Sunday,January,Safar,Center,Regular,300,No,12 hrs,SAR 6770.0,Grand,343700,206220,5,8116,SAR 321367
1748,fil-3411,2010-01-17 00:00:00,1431-02-02,Sunday,Jan,Safar,Center,,760,Yes,24 hrs,SAR 77767.0,None,663033,0,11,8354,SAR 455724
1749,fil-3401,2010-01-18 00:00:00,1431-02-03,Monday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 42536.0,Grand,290405,145202,10,5089,SAR 244255
1750,fil-3402,2010-01-18 00:00:00,1431-02-03,Monday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 32562.0,None,667423,0,8,6340,SAR 331508
1751,fil-3403,2010-01-18 00:00:00,1431-02-03,,Jan,Safar,Center,Grande,1995,No,18 hrs,SAR 772928.0,None,729734,0,6,8286,SAR 457892
1752,fil-3404,2010-01-18 00:00:00,1431-02-03,,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 361643.0,Regular,488370,293022,2,11310,SAR 551393
1753,fil-3405,2010-01-18 00:00:00,1431-02-03,Monday,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 18289.0,None,452541,0,5,3624,SAR 188829
1754,fil-3406,2010-01-18 00:00:00,1431-02-03,Monday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 18982.0,None,236403,0,2,4163,SAR 208538
1755,fil-3407,2010-01-18 00:00:00,1431-02-03,Monday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 15341.0,None,589463,0,10,10179,SAR 460251
1756,fil-3408,2010-01-18 00:00:00,1431-02-03,Monday,January,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 899.0,None,174240,0,1,4800,SAR 243118
1757,fil-3409,2010-01-18 00:00:00,1431-02-03,Monday,January,Safar,Border,Grande,3070,No,12 hrs,SAR 158499.0,Regular,650786,260314,1,10277,SAR 417726
1758,fil-3410,2010-01-18 00:00:00,1431-02-03,,January,Safar,Center,Regular,300,No,12 hrs,SAR 7545.0,Regular,343700,103110,5,4576,SAR 224281
1759,fil-3411,2010-01-18 00:00:00,1431-02-03,Monday,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 82990.0,Grand,663039,397823,11,7588,SAR 347547
1760,fil-3401,2010-01-19 00:00:00,1431-02-04,Tuesday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 41747.0,Regular,290397,87119,10,3266,SAR 196393
1761,fil-3402,2010-01-19 00:00:00,1431-02-04,Tuesday,January,Safar,Center,,640,No,18 hrs,SAR 27519.0,Grand,667407,266962,8,9490,SAR 484739
1762,fil-3403,2010-01-19 00:00:00,1431-02-04,Tue,January,Safar,Center,Grande,1995,No,18 hrs,SAR 745130.0,None,729738,0,6,14753,SAR 852824
1763,fil-3404,2010-01-19 00:00:00,1431-02-04,Tuesday,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 423216.0,None,488376,0,2,8201,SAR 451596
1764,fil-3405,2010-01-19 00:00:00,1431-02-04,Tue,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 17899.0,Regular,452536,226268,5,8123,SAR 447643
1765,fil-3406,2010-01-19 00:00:00,1431-02-04,,,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 21569.0,None,236394,0,2,1846,SAR 98295
1766,fil-3407,2010-01-19 00:00:00,1431-02-04,Tuesday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 13412.0,None,589461,0,10,5411,SAR 283056
1767,fil-3408,2010-01-19 00:00:00,1431-02-04,Tuesday,January,Safar,,Regular,1535,No,12 hrs,SAR 956.0,None,174218,0,1,4311,SAR 227274
1768,fil-3409,2010-01-19 00:00:00,1431-02-04,Tuesday,Jan,Safar,Border,Grande,3070,No,12 hrs,SAR 123599.0,None,650789,0,1,13400,SAR 806734
1769,fil-3410,2010-01-19 00:00:00,1431-02-04,Tuesday,January,Safar,Center,Regular,300,No,12 hrs,SAR 7183.0,Regular,343687,137474,5,7715,SAR 321246
1770,fil-3411,2010-01-19 00:00:00,1431-02-04,Tue,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 88773.0,Regular,663046,265218,11,10969,SAR 491521
1771,fil-3401,2010-01-20 00:00:00,1431-02-05,Wednesday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 49009.0,Regular,290402,145201,10,5183,SAR 242807
1772,fil-3402,2010-01-20 00:00:00,1431-02-05,Wednesday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 36466.0,Regular,667405,333702,8,13876,SAR 732184
1773,fil-3403,2010-01-20 00:00:00,1431-02-05,Wednesday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 710531.0,Grand,729725,218917,6,6655,SAR 300921
1774,fil-3404,2010-01-20 00:00:00,1431-02-05,Wednesday,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 396751.0,None,488375,0,2,6959,SAR 328127
1775,fil-3405,2010-01-20 00:00:00,1431-02-05,Wednesday,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 15218.0,None,452548,0,5,7593,SAR 322063
1776,fil-3406,2010-01-20 00:00:00,1431-02-05,Wednesday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 21813.0,Regular,236394,94557,2,2743,SAR 131762
1777,fil-3407,2010-01-20 00:00:00,1431-02-05,Wednesday,January,Safar,Center,,870,Yes,12 hrs,SAR 12332.0,None,589460,0,10,7645,SAR 378152
1778,fil-3408,2010-01-20 00:00:00,1431-02-05,Wednesday,,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1034.0,None,174229,0,1,2979,SAR 159534
1779,fil-3409,2010-01-20 00:00:00,1431-02-05,Wednesday,January,Safar,Border,Grande,3070,No,12 hrs,SAR 145273.0,None,650799,0,1,10904,SAR 530565
1780,fil-3410,2010-01-20 00:00:00,1431-02-05,Wednesday,January,Safar,Center,Regular,300,No,12 hrs,SAR 7572.0,None,343691,0,5,7719,SAR 399165
1781,fil-3411,2010-01-20 00:00:00,1431-02-05,Wed,January,Safar,Center,,760,Yes,24 hrs,SAR 54567.0,Regular,663041,198912,11,11620,SAR 597781
1782,fil-3401,2010-01-21 00:00:00,1431-02-06,Thursday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 45630.0,None,290397,0,10,3284,SAR 170010
1783,fil-3402,2010-01-21 00:00:00,1431-02-06,Thursday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 30180.0,Regular,667408,333704,8,14797,SAR 710237
1784,fil-3403,2010-01-21 00:00:00,1431-02-06,Thursday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 754220.0,Regular,729737,437842,6,10893,SAR 527267
1785,fil-3404,2010-01-21 00:00:00,1431-02-06,Thursday,Jan,Safar,Border,Grande,3125,Yes,18 hrs,SAR 340185.0,Grand,488371,195348,2,8536,SAR 410080
1786,fil-3405,2010-01-21 00:00:00,1431-02-06,Thursday,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 18796.0,None,452532,0,5,5828,SAR 266452
1787,fil-3406,2010-01-21 00:00:00,1431-02-06,Thursday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 27092.0,None,236393,0,2,4154,SAR 220763
1788,fil-3407,2010-01-21 00:00:00,1431-02-06,Thursday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 13608.0,Regular,589470,176841,10,5361,SAR 317032
1789,fil-3408,2010-01-21 00:00:00,1431-02-06,Thursday,January,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1018.0,None,174228,0,1,4568,SAR 228107
1790,fil-3409,2010-01-21 00:00:00,1431-02-06,Thursday,January,Safar,Border,Grande,3070,No,12 hrs,SAR 144325.0,None,650783,0,1,16006,SAR 730199
1791,fil-3410,2010-01-21 00:00:00,1431-02-06,Thursday,,Safar,Center,Regular,300,No,12 hrs,SAR 7973.0,None,343695,0,5,6418,SAR 331280
1792,fil-3411,2010-01-21 00:00:00,1431-02-06,Thursday,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 76779.0,None,663045,0,11,12237,SAR 621523
1793,fil-3401,2010-01-22 00:00:00,1431-02-07,,January,Safar,,Hyper,445,Yes,24 hrs,SAR 41145.0,None,290417,0,10,4501,SAR 196196
1794,fil-3402,2010-01-22 00:00:00,1431-02-07,Friday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 36178.0,None,667409,0,8,15711,SAR 710859
1795,fil-3403,2010-01-22 00:00:00,1431-02-07,Friday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 714543.0,Regular,729733,437839,6,8311,SAR 475492
1796,fil-3404,2010-01-22 00:00:00,1431-02-07,Fri,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 403855.0,Regular,488378,244189,2,7003,SAR 341105
1797,fil-3405,2010-01-22 00:00:00,1431-02-07,,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 18947.0,Grand,452526,135757,5,4935,SAR 222708
1798,fil-3406,2010-01-22 00:00:00,1431-02-07,Friday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 19542.0,None,236406,0,2,5505,SAR 299691
1799,fil-3407,2010-01-22 00:00:00,1431-02-07,Fri,January,Safar,,Hyper,870,Yes,12 hrs,SAR 13511.0,None,589460,0,10,10638,SAR 553337
1800,fil-3408,2010-01-22 00:00:00,1431-02-07,Friday,Jan,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 812.0,Regular,174238,104542,1,2534,SAR 111042
1801,fil-3409,2010-01-22 00:00:00,1431-02-07,Fri,January,Safar,Border,Grande,3070,No,12 hrs,SAR 136738.0,None,650794,0,1,12457,SAR 500722
1802,fil-3410,2010-01-22 00:00:00,1431-02-07,Friday,January,Safar,Center,Regular,300,No,12 hrs,SAR 7569.0,None,343690,0,5,4321,SAR 214341
1803,fil-3411,2010-01-22 00:00:00,1431-02-07,Friday,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 77064.0,None,663036,0,11,7929,SAR 404874
1804,fil-3401,2010-01-23 00:00:00,1431-02-08,Saturday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 36481.0,None,290401,0,10,6607,SAR 366268
1805,fil-3402,2010-01-23 00:00:00,1431-02-08,Saturday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 35610.0,None,667406,0,8,10992,SAR 614655
1806,fil-3403,2010-01-23 00:00:00,1431-02-08,Saturday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 775655.0,None,729726,0,6,16657,SAR 835973
1807,fil-3404,2010-01-23 00:00:00,1431-02-08,Saturday,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 348143.0,Regular,488387,146516,2,12738,SAR 604164
1808,fil-3405,2010-01-23 00:00:00,1431-02-08,Saturday,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 15279.0,Regular,452542,135762,5,4878,SAR 237141
1809,fil-3406,2010-01-23 00:00:00,1431-02-08,Saturday,January,Safar,Border,,1645,Yes,24 hrs,SAR 21188.0,Grand,236404,94561,2,3861,SAR 168200
1810,fil-3407,2010-01-23 00:00:00,1431-02-08,Saturday,,Safar,Center,,870,Yes,12 hrs,SAR 11453.0,None,589464,0,10,9581,SAR 478010
1811,fil-3408,2010-01-23 00:00:00,1431-02-08,Saturday,January,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1044.0,None,174230,0,1,3227,SAR 170689
1812,fil-3409,2010-01-23 00:00:00,1431-02-08,Saturday,January,Safar,Border,Grande,3070,No,12 hrs,SAR 112552.0,Regular,650800,390480,1,18471,SAR 879269
1813,fil-3410,2010-01-23 00:00:00,1431-02-08,,January,Safar,Center,Regular,300,No,12 hrs,SAR 6992.0,None,343688,0,5,5906,SAR 273480
1814,fil-3411,2010-01-23 00:00:00,1431-02-08,Saturday,January,Safar,Center,,760,Yes,24 hrs,SAR 82361.0,None,663036,0,11,6060,SAR 329730
1815,fil-3401,2010-01-24 00:00:00,1431-02-09,Sunday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 46338.0,None,290401,0,10,3880,SAR 205027
1816,fil-3402,2010-01-24 00:00:00,1431-02-09,Sunday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 39143.0,None,667417,0,8,8829,SAR 486225
1817,fil-3403,2010-01-24 00:00:00,1431-02-09,Sunday,January,Safar,Center,,1995,No,18 hrs,SAR 882512.0,None,729729,0,6,6822,SAR 338127
1818,fil-3404,2010-01-24 00:00:00,1431-02-09,Sunday,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 433933.0,None,488382,0,2,5567,SAR 300661
1819,fil-3405,2010-01-24 00:00:00,1431-02-09,,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 13016.0,Regular,452532,181012,5,8420,SAR 449222
